Date;NZD;AUD;EUR;CHF;PLN;HKD;GMD;RWF;LKR;BDT
01.05.2019;0,655728;0,694012;1,118459;0,989484;0,260364;0,127417;0,020151;0,001104;0,005671;0,011843
01.06.2019;0,659744;0,694382;1,12934;1,011342;0,264889;0,127778;0,020173;0,001103;0,005663;0,011831
01.07.2019;0,668199;0,698498;1,121839;1,012891;0,263373;0,128008;0,020048;0,001096;0,005683;0,011835
01.08.2019;0,64308;0,677166;1,112623;1,021502;0,255987;0,127532;0,01995;0,001092;0,005617;0,011837
01.09.2019;0,634458;0,680883;1,10039;1,009251;0,252793;0,127619;0,019842;0,001085;0,005525;0,011825
01.10.2019;0,633202;0,679308;1,105257;1,006536;0,256987;0,127514;0,019717;0,001085;0,005514;0,011814
01.11.2019;0,640057;0,682997;1,105095;1,006684;0,257879;0,12774;0,019527;0,001076;0,005542;0,011794
01.12.2019;0,659057;0,688013;1,111345;1,017246;0,260116;0,128117;0,019485;0,001073;0,005517;0,011779
01.01.2020;0,660329;0,685725;1,110036;1,031207;0,261149;0,128652;0,019544;0,001064;0,005514;0,011791
01.02.2020;0,639127;0,666798;1,0905;1,024147;0,255002;0,128619;0,019599;0,001065;0,005507;0,011774
01.03.2020;0,605794;0,622888;1,106341;1,044584;0,249415;0,128785;0,019659;0,001062;0,005418;0,011797
01.04.2020;0,599872;0,629301;1,08619;1,030089;0,239057;0,129011;0,019609;0,001064;0,005208;0,011767
01.05.2020;0,60941;0,651936;1,090185;1,030965;0,240959;0,128999;0,019461;0,001062;0,00534;0,011763
01.06.2020;0,644152;0,689544;1,125459;1,050639;0,2532;0,129027;0,019367;0,001053;0,005375;0,01177
01.07.2020;0,658557;0,703095;1,146339;1,07019;0,257683;0,129014;0,019304;0,001048;0,005377;0,011782
01.08.2020;0,659698;0,719817;1,18281;1,098508;0,26885;0,129028;0,019293;0,00104;0,005404;0,011787
01.09.2020;0,666988;0,723202;1,179241;1,093344;0,263695;0,129029;0,019315;0,00104;0,005406;0,011794
01.10.2020;0,663924;0,712778;1,177518;1,096488;0,259317;0,129026;0,019321;0,001029;0,005423;0,011798
01.11.2020;0,686887;0,727817;1,18379;1,097606;0,263392;0,128989;0,01932;0,001018;0,005409;0,011796
01.12.2020;0,70917;0,752849;1,216973;1,125379;0,271746;0,128998;0,019305;0,001012;0,005344;0,011786
