Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2010-10-25,1.3951,1.4079,1.3934,1.3954
2010-10-26,1.3954,1.3981,1.3825,1.3861
2010-10-27,1.386,1.3877,1.3734,1.3773
2010-10-28,1.3774,1.3945,1.3768,1.3928
2010-10-29,1.3928,1.395,1.3807,1.3946
2010-11-01,1.3971,1.401,1.3863,1.3897
2010-11-02,1.3895,1.4057,1.3881,1.4031
2010-11-03,1.403,1.418,1.3991,1.4123
2010-11-04,1.4124,1.4281,1.4102,1.4212
2010-11-05,1.4213,1.4248,1.4024,1.4031
2010-11-08,1.4053,1.4083,1.3887,1.3912
2010-11-09,1.3912,1.3972,1.3748,1.3763
2010-11-10,1.3766,1.3825,1.367,1.3778
2010-11-11,1.3778,1.382,1.3637,1.3661
2010-11-12,1.3662,1.3776,1.3574,1.369
2010-11-15,1.3682,1.3749,1.3563,1.3578
2010-11-16,1.3579,1.3654,1.3448,1.3483
2010-11-17,1.3483,1.3563,1.346,1.3529
2010-11-18,1.3529,1.3666,1.3529,1.3643
2010-11-19,1.3643,1.373,1.3608,1.3672
2010-11-22,1.3736,1.3785,1.3576,1.3623
2010-11-23,1.3623,1.3628,1.3362,1.3379
2010-11-24,1.3379,1.3419,1.3284,1.3336
2010-11-25,1.3336,1.3385,1.3286,1.3345
2010-11-26,1.3348,1.3352,1.3201,1.324
2010-11-29,1.3272,1.33,1.3064,1.3106
2010-11-30,1.3112,1.315,1.2969,1.2981
2010-12-01,1.2981,1.3181,1.2971,1.3125
2010-12-02,1.3125,1.3246,1.306,1.3215
2010-12-03,1.3215,1.3437,1.3193,1.3413
2010-12-06,1.3408,1.3422,1.3246,1.3308
2010-12-07,1.331,1.3399,1.3255,1.3265
2010-12-08,1.3265,1.3279,1.318,1.3263
2010-12-09,1.3263,1.3322,1.3165,1.3236
2010-12-10,1.3237,1.328,1.3179,1.3226
2010-12-13,1.3205,1.3432,1.3182,1.3386
2010-12-14,1.3386,1.3495,1.3363,1.3379
2010-12-15,1.3379,1.338,1.3208,1.322
2010-12-16,1.3222,1.3265,1.3181,1.3239
2010-12-17,1.324,1.3358,1.3133,1.3188
2010-12-20,1.3164,1.3181,1.3095,1.3119
2010-12-21,1.3119,1.32,1.3073,1.3099
2010-12-22,1.3099,1.318,1.3078,1.3102
2010-12-23,1.3103,1.315,1.3055,1.3109
2010-12-24,1.3109,1.3147,1.3095,1.3112
2010-12-27,1.3113,1.3169,1.3071,1.3162
2010-12-28,1.316,1.3273,1.3095,1.3109
2010-12-29,1.3107,1.3237,1.3083,1.3217
2010-12-30,1.3217,1.3313,1.3217,1.329
2010-12-31,1.329,1.3424,1.3286,1.3386
2011-01-03,1.3343,1.3393,1.325,1.3349
2011-01-04,1.3349,1.3432,1.3294,1.331
2011-01-05,1.331,1.3325,1.3128,1.3149
2011-01-06,1.3149,1.3169,1.2984,1.3002
2011-01-07,1.3002,1.302,1.2906,1.2909
2011-01-10,1.2895,1.2963,1.2876,1.2945
2011-01-11,1.2945,1.299,1.2908,1.2971
2011-01-12,1.2971,1.3142,1.2962,1.3128
2011-01-13,1.3127,1.3382,1.3089,1.3347
2011-01-14,1.3348,1.3449,1.3316,1.3386
2011-01-17,1.3369,1.338,1.3248,1.3274
2011-01-18,1.3275,1.3465,1.3252,1.3386
2011-01-19,1.3386,1.3537,1.3369,1.3456
2011-01-20,1.3456,1.3523,1.3397,1.3464
2011-01-21,1.3464,1.3625,1.3449,1.3621
2011-01-24,1.3607,1.3685,1.354,1.364
2011-01-25,1.364,1.3703,1.3575,1.3681
2011-01-26,1.3679,1.3721,1.3644,1.3698
2011-01-27,1.3698,1.3758,1.3637,1.3729
2011-01-28,1.3729,1.3746,1.3583,1.3611
2011-01-31,1.3579,1.3739,1.3571,1.3691
2011-02-01,1.3691,1.3842,1.3691,1.3825
2011-02-02,1.3824,1.3861,1.3767,1.3805
2011-02-03,1.3806,1.3825,1.3609,1.3625
2011-02-04,1.3626,1.3678,1.3543,1.3583
2011-02-07,1.3568,1.3626,1.3508,1.3578
2011-02-08,1.3579,1.3688,1.3572,1.3629
2011-02-09,1.3629,1.3743,1.3611,1.3725
2011-02-10,1.3725,1.3727,1.3577,1.3593
2011-02-11,1.3596,1.3621,1.3497,1.355
2011-02-14,1.3528,1.3558,1.3428,1.3489
2011-02-15,1.3489,1.355,1.3461,1.3487
2011-02-16,1.3487,1.3587,1.3462,1.356
2011-02-17,1.3562,1.3618,1.3536,1.3606
2011-02-18,1.3606,1.3715,1.3545,1.3693
2011-02-21,1.369,1.3716,1.3647,1.3675
2011-02-22,1.3675,1.3703,1.3526,1.3655
2011-02-23,1.3655,1.3786,1.3655,1.375
2011-02-24,1.375,1.382,1.3704,1.3802
2011-02-25,1.3802,1.3838,1.3724,1.3749
2011-02-28,1.3748,1.3854,1.3711,1.3809
2011-03-01,1.3808,1.3853,1.3763,1.3777
2011-03-02,1.3776,1.389,1.3743,1.3864
2011-03-03,1.3864,1.3974,1.3833,1.396
2011-03-04,1.396,1.4006,1.3941,1.3987
2011-03-07,1.3993,1.4035,1.3955,1.3969
2011-03-08,1.397,1.3988,1.3862,1.3902
2011-03-09,1.3904,1.3941,1.3856,1.3905
2011-03-10,1.3905,1.3924,1.3775,1.38
2011-03-11,1.3801,1.3915,1.3752,1.3902
2011-03-14,1.3954,1.4003,1.3905,1.3994
2011-03-15,1.3993,1.4012,1.3855,1.3972
2011-03-16,1.3972,1.4,1.3867,1.3913
2011-03-17,1.3914,1.4051,1.387,1.4017
2011-03-18,1.4017,1.4184,1.3981,1.4182
2011-03-21,1.4183,1.424,1.4141,1.4215
2011-03-22,1.4215,1.4248,1.418,1.4189
2011-03-23,1.4189,1.4214,1.4077,1.4101
2011-03-24,1.4101,1.4219,1.4054,1.418
2011-03-25,1.418,1.4193,1.4055,1.4085
2011-03-28,1.4044,1.4115,1.402,1.4082
2011-03-29,1.4083,1.4148,1.4048,1.4109
2011-03-30,1.4109,1.4147,1.4052,1.4126
2011-03-31,1.4126,1.4232,1.4116,1.4174
2011-04-01,1.4173,1.4245,1.4062,1.4235
2011-04-04,1.423,1.4268,1.4193,1.4218
2011-04-05,1.4218,1.4243,1.4153,1.4219
2011-04-06,1.422,1.4348,1.4217,1.4331
2011-04-07,1.4331,1.4336,1.4244,1.4305
2011-04-08,1.4303,1.4488,1.4291,1.4484
2011-04-11,1.4453,1.4483,1.4421,1.4432
2011-04-12,1.4435,1.4518,1.4377,1.4477
2011-04-13,1.4477,1.452,1.4413,1.444
2011-04-14,1.4441,1.4514,1.4365,1.4485
2011-04-15,1.4485,1.4503,1.4392,1.4429
2011-04-18,1.4417,1.4421,1.4157,1.4228
2011-04-19,1.4229,1.4352,1.4205,1.4331
2011-04-20,1.4332,1.4547,1.4328,1.4521
2011-04-21,1.4522,1.4649,1.4505,1.4552
2011-04-22,1.4551,1.4588,1.4534,1.4561
2011-04-25,1.456,1.4627,1.4525,1.4579
2011-04-26,1.4579,1.4656,1.4493,1.4648
2011-04-27,1.4648,1.4794,1.4633,1.4772
2011-04-28,1.4772,1.4881,1.4772,1.4824
2011-04-29,1.4824,1.4877,1.4804,1.4808
2011-05-02,1.4826,1.4901,1.4763,1.4823
2011-05-03,1.4824,1.4889,1.4755,1.4822
2011-05-04,1.4822,1.494,1.4775,1.4829
2011-05-05,1.4828,1.4899,1.451,1.4542
2011-05-06,1.4542,1.4587,1.4311,1.4317
2011-05-09,1.4366,1.4441,1.4254,1.4357
2011-05-10,1.4353,1.4413,1.427,1.4411
2011-05-11,1.4409,1.4423,1.4172,1.4199
2011-05-12,1.4198,1.4277,1.4124,1.4242
2011-05-13,1.4241,1.4339,1.4066,1.4118
2011-05-16,1.4077,1.4244,1.4048,1.4161
2011-05-17,1.4161,1.4238,1.4121,1.4236
2011-05-18,1.4236,1.4287,1.4195,1.4251
2011-05-19,1.4251,1.4324,1.4207,1.4309
2011-05-20,1.4309,1.4345,1.4134,1.416
2011-05-23,1.4131,1.4144,1.397,1.4048
2011-05-24,1.4048,1.4133,1.4002,1.4103
2011-05-25,1.4102,1.4118,1.4013,1.4082
2011-05-26,1.4082,1.4206,1.4068,1.4135
2011-05-27,1.4135,1.4324,1.4126,1.4317
2011-05-30,1.4309,1.431,1.4257,1.4286
2011-05-31,1.4286,1.4424,1.4285,1.4395
2011-06-01,1.4395,1.4458,1.4307,1.433
2011-06-02,1.433,1.4513,1.4325,1.4491
2011-06-03,1.4491,1.4643,1.4452,1.4636
2011-06-06,1.4629,1.4658,1.4558,1.4578
2011-06-07,1.4579,1.4696,1.4564,1.4688
2011-06-08,1.4688,1.4693,1.4564,1.4578
2011-06-09,1.4579,1.4652,1.4478,1.4513
2011-06-10,1.4514,1.455,1.4322,1.4349
2011-06-13,1.4328,1.4429,1.4321,1.4416
2011-06-14,1.4418,1.4497,1.4378,1.4443
2011-06-15,1.4443,1.4451,1.4156,1.4163
2011-06-16,1.4166,1.4219,1.4074,1.4215
2011-06-17,1.4213,1.4339,1.4127,1.4308
2011-06-20,1.4277,1.4327,1.4191,1.4308
2011-06-21,1.4307,1.443,1.4307,1.4401
2011-06-22,1.4401,1.4442,1.4332,1.4335
2011-06-23,1.4336,1.4338,1.4127,1.4264
2011-06-24,1.4263,1.4306,1.4142,1.4188
2011-06-27,1.4189,1.4293,1.4103,1.4287
2011-06-28,1.4287,1.4397,1.4237,1.4368
2011-06-29,1.4367,1.4448,1.4338,1.4435
2011-06-30,1.4434,1.4537,1.4427,1.4492
2011-07-01,1.4493,1.4551,1.4436,1.4526
2011-07-04,1.4539,1.4573,1.4496,1.454
2011-07-05,1.4541,1.4553,1.4397,1.4423
2011-07-06,1.4423,1.4466,1.4286,1.4316
2011-07-07,1.4317,1.4374,1.4221,1.4358
2011-07-08,1.4359,1.4368,1.4208,1.4265
2011-07-11,1.4221,1.4227,1.3986,1.4047
2011-07-12,1.4047,1.4061,1.3838,1.3972
2011-07-13,1.3967,1.4237,1.3951,1.4237
2011-07-14,1.4239,1.4274,1.4116,1.4146
2011-07-15,1.4146,1.4199,1.4092,1.4158
2011-07-18,1.4121,1.4134,1.4016,1.4104
2011-07-19,1.4104,1.4217,1.4069,1.4154
2011-07-20,1.4154,1.4239,1.4133,1.4221
2011-07-21,1.422,1.4438,1.4139,1.442
2011-07-22,1.442,1.4437,1.4324,1.4357
2011-07-25,1.4399,1.4406,1.4325,1.4377
2011-07-26,1.4377,1.4525,1.4357,1.4514
2011-07-27,1.4512,1.4536,1.434,1.4368
2011-07-28,1.4369,1.44,1.4254,1.4327
2011-07-29,1.4326,1.4413,1.4232,1.4399
2011-08-01,1.4359,1.4453,1.4185,1.4254
2011-08-02,1.4254,1.4282,1.4151,1.419
2011-08-03,1.4189,1.4371,1.4144,1.4362
2011-08-04,1.436,1.4368,1.409,1.4091
2011-08-05,1.4093,1.4298,1.4055,1.4278
2011-08-08,1.437,1.4401,1.4134,1.4164
2011-08-09,1.4168,1.4398,1.4152,1.4391
2011-08-10,1.4392,1.4401,1.4162,1.4163
2011-08-11,1.4162,1.4293,1.4104,1.4238
2011-08-12,1.4238,1.429,1.415,1.425
2011-08-15,1.4262,1.4476,1.4262,1.4449
2011-08-16,1.4447,1.4471,1.4354,1.44
2011-08-17,1.44,1.4517,1.4325,1.4426
2011-08-18,1.4425,1.4451,1.4271,1.4323
2011-08-19,1.4325,1.4452,1.4259,1.4398
2011-08-22,1.4374,1.4434,1.4347,1.4358
2011-08-23,1.4358,1.45,1.4353,1.4435
2011-08-24,1.4434,1.4481,1.4379,1.4407
2011-08-25,1.4408,1.4475,1.4329,1.4374
2011-08-26,1.4374,1.4501,1.4329,1.45
2011-08-29,1.4492,1.4549,1.4466,1.4514
2011-08-30,1.4514,1.4533,1.4385,1.4439
2011-08-31,1.4439,1.4468,1.4359,1.4379
2011-09-01,1.438,1.4381,1.4226,1.4259
2011-09-02,1.4261,1.4287,1.4184,1.4205
2011-09-05,1.4162,1.4173,1.4061,1.4095
2011-09-06,1.4094,1.427,1.3972,1.4005
2011-09-07,1.4003,1.4148,1.3994,1.4093
2011-09-08,1.4094,1.4096,1.3873,1.3885
2011-09-09,1.3887,1.3936,1.3627,1.3686
2011-09-12,1.3567,1.3693,1.35,1.3661
2011-09-13,1.3661,1.3739,1.3559,1.3679
2011-09-14,1.3678,1.3783,1.3591,1.3742
2011-09-15,1.3742,1.3936,1.3703,1.3882
2011-09-16,1.3882,1.3884,1.3754,1.3797
2011-09-19,1.368,1.372,1.3587,1.3675
2011-09-20,1.3677,1.3743,1.3593,1.3702
2011-09-21,1.3701,1.3795,1.3559,1.3588
2011-09-22,1.3587,1.3601,1.3385,1.3456
2011-09-23,1.3459,1.3566,1.3419,1.3498
2011-09-26,1.3512,1.355,1.3363,1.3527
2011-09-27,1.3526,1.3667,1.348,1.3586
2011-09-28,1.3588,1.3689,1.3523,1.3525
2011-09-29,1.3526,1.3679,1.352,1.3584
2011-09-30,1.3583,1.3601,1.3384,1.3389
2011-10-03,1.3342,1.3381,1.3164,1.319
2011-10-04,1.319,1.3369,1.3146,1.3337
2011-10-05,1.3337,1.3383,1.326,1.3348
2011-10-06,1.3345,1.345,1.3242,1.3428
2011-10-07,1.3428,1.3524,1.3361,1.3378
2011-10-10,1.3385,1.3698,1.3378,1.3637
2011-10-11,1.3635,1.3683,1.3565,1.365
2011-10-12,1.365,1.3833,1.3583,1.3777
2011-10-13,1.3779,1.3826,1.3686,1.3772
2011-10-14,1.3772,1.3894,1.3723,1.388
2011-10-17,1.388,1.3914,1.3725,1.3736
2011-10-18,1.3736,1.3817,1.3653,1.3734
2011-10-19,1.3735,1.3869,1.3725,1.376
2011-10-20,1.3759,1.3842,1.3657,1.3777
2011-10-21,1.3776,1.3901,1.3704,1.3895
2011-10-24,1.3868,1.3956,1.3823,1.3932
2011-10-25,1.3931,1.396,1.385,1.3909
2011-10-26,1.3911,1.3974,1.3799,1.3895
2011-10-27,1.3896,1.4246,1.3864,1.4185
2011-10-28,1.4184,1.42,1.4134,1.4148
2011-10-31,1.4144,1.4169,1.3829,1.3843
2011-11-01,1.3844,1.3871,1.3609,1.3663
2011-11-02,1.3662,1.3827,1.3636,1.3727
2011-11-03,1.3727,1.3854,1.3656,1.3824
2011-11-04,1.3824,1.3869,1.3711,1.3791
2011-11-07,1.3816,1.3817,1.3681,1.3765
2011-11-08,1.3766,1.3847,1.3724,1.3829
2011-11-09,1.3829,1.3858,1.3522,1.3524
2011-11-10,1.3527,1.3653,1.3484,1.3609
2011-11-11,1.361,1.3795,1.3578,1.375
2011-11-14,1.3778,1.3792,1.3592,1.3622
2011-11-15,1.3623,1.364,1.3496,1.3526
2011-11-16,1.3525,1.3556,1.3429,1.3455
2011-11-17,1.3455,1.3539,1.3422,1.3469
2011-11-18,1.3468,1.3613,1.3447,1.3525
2011-11-21,1.3525,1.354,1.343,1.3486
2011-11-22,1.3486,1.3568,1.3469,1.3516
2011-11-23,1.3517,1.3531,1.332,1.3347
2011-11-24,1.3346,1.3411,1.3317,1.3341
2011-11-25,1.3341,1.3345,1.3213,1.3239
2011-11-28,1.3313,1.3398,1.3273,1.3313
2011-11-29,1.3313,1.3441,1.3285,1.3332
2011-11-30,1.3332,1.3531,1.3259,1.344
2011-12-01,1.344,1.3521,1.3418,1.346
2011-12-02,1.3461,1.3547,1.3363,1.3391
2011-12-05,1.3408,1.3486,1.3376,1.3395
2011-12-06,1.3395,1.3427,1.3334,1.3402
2011-12-07,1.3402,1.3453,1.3351,1.3416
2011-12-08,1.3415,1.3459,1.3289,1.3344
2011-12-09,1.3345,1.3433,1.3281,1.3384
2011-12-12,1.3361,1.3376,1.3163,1.3167
2011-12-13,1.3171,1.3236,1.3009,1.3034
2011-12-14,1.3033,1.3064,1.2946,1.2983
2011-12-15,1.2984,1.305,1.2957,1.3021
2011-12-16,1.3021,1.3084,1.2996,1.3043
2011-12-19,1.3034,1.3043,1.2983,1.2997
2011-12-20,1.2997,1.3131,1.2995,1.3082
2011-12-21,1.3081,1.3196,1.3026,1.3044
2011-12-22,1.3044,1.3119,1.3018,1.3052
2011-12-23,1.3051,1.3094,1.3027,1.3043
2011-12-26,1.3042,1.3083,1.3033,1.3055
2011-12-27,1.3055,1.3083,1.3043,1.3068
2011-12-28,1.3068,1.308,1.2912,1.2937
2011-12-29,1.2938,1.2965,1.2858,1.2951
2011-12-30,1.2951,1.2998,1.2904,1.296
2012-01-02,1.2941,1.2959,1.2918,1.2934
2012-01-03,1.2934,1.3077,1.2932,1.3051
2012-01-04,1.3051,1.3072,1.2898,1.2936
2012-01-05,1.2937,1.2943,1.2771,1.2791
2012-01-06,1.2789,1.2812,1.2698,1.2717
2012-01-09,1.2693,1.2785,1.2666,1.2769
2012-01-10,1.2769,1.2818,1.2743,1.2773
2012-01-11,1.2772,1.2789,1.2662,1.2708
2012-01-12,1.2709,1.2844,1.2699,1.2814
2012-01-13,1.2815,1.2878,1.2624,1.268
2012-01-16,1.2639,1.2687,1.2626,1.265
2012-01-17,1.2651,1.2806,1.2649,1.2741
2012-01-18,1.274,1.2868,1.2734,1.2853
2012-01-19,1.2854,1.2972,1.284,1.2967
2012-01-20,1.2967,1.2986,1.2888,1.2932
2012-01-23,1.2881,1.3052,1.288,1.3014
2012-01-24,1.3014,1.3063,1.2954,1.3031
2012-01-25,1.3033,1.312,1.2931,1.31
2012-01-26,1.3101,1.3183,1.309,1.3105
2012-01-27,1.3105,1.3233,1.3077,1.3218
2012-01-30,1.3215,1.3221,1.3077,1.3141
2012-01-31,1.3141,1.3213,1.3042,1.309
2012-02-01,1.309,1.3218,1.3026,1.317
2012-02-02,1.3169,1.3196,1.3086,1.3145
2012-02-03,1.3145,1.3204,1.3067,1.3159
2012-02-06,1.3126,1.3141,1.3028,1.3124
2012-02-07,1.3124,1.327,1.3089,1.3262
2012-02-08,1.3261,1.3288,1.3221,1.3251
2012-02-09,1.3252,1.3321,1.3216,1.3285
2012-02-10,1.3284,1.329,1.3155,1.3197
2012-02-13,1.3239,1.3284,1.3169,1.3174
2012-02-14,1.3173,1.3216,1.308,1.3128
2012-02-15,1.3129,1.319,1.3044,1.3059
2012-02-16,1.306,1.3158,1.2975,1.3131
2012-02-17,1.3131,1.3197,1.3115,1.314
2012-02-20,1.3204,1.3276,1.3182,1.3234
2012-02-21,1.3234,1.3292,1.3187,1.3232
2012-02-22,1.3231,1.3266,1.3211,1.3248
2012-02-23,1.3247,1.3378,1.3231,1.3374
2012-02-24,1.3372,1.3486,1.3357,1.345
2012-02-27,1.3461,1.3471,1.3366,1.3394
2012-02-28,1.3395,1.3471,1.339,1.3459
2012-02-29,1.3458,1.3485,1.3315,1.3324
2012-03-01,1.3325,1.3356,1.3283,1.3316
2012-03-02,1.3316,1.3332,1.3187,1.3201
2012-03-05,1.3196,1.324,1.316,1.3216
2012-03-06,1.3215,1.3226,1.3103,1.3115
2012-03-07,1.3114,1.3164,1.3097,1.3151
2012-03-08,1.3151,1.3291,1.3136,1.3277
2012-03-09,1.3274,1.3276,1.3097,1.3122
2012-03-12,1.3116,1.3158,1.3079,1.3155
2012-03-13,1.3155,1.319,1.3052,1.3082
2012-03-14,1.3083,1.309,1.3011,1.303
2012-03-15,1.303,1.3118,1.3004,1.3071
2012-03-16,1.3071,1.3187,1.3049,1.3175
2012-03-19,1.3181,1.3264,1.3142,1.3235
2012-03-20,1.3234,1.3251,1.3173,1.323
2012-03-21,1.3229,1.3284,1.3179,1.3212
2012-03-22,1.3213,1.3254,1.3135,1.3198
2012-03-23,1.3198,1.3291,1.3191,1.327
2012-03-26,1.3269,1.3367,1.3192,1.3356
2012-03-27,1.3356,1.3385,1.3313,1.3319
2012-03-28,1.3318,1.3373,1.3277,1.3315
2012-03-29,1.3314,1.3345,1.3253,1.3299
2012-03-30,1.33,1.3374,1.3298,1.3342
2012-04-02,1.3357,1.338,1.3278,1.3317
2012-04-03,1.3316,1.3367,1.3213,1.3235
2012-04-04,1.3235,1.3237,1.3107,1.314
2012-04-05,1.314,1.3164,1.3035,1.3064
2012-04-06,1.3064,1.3112,1.3052,1.3095
2012-04-09,1.3097,1.3133,1.3034,1.311
2012-04-10,1.3109,1.3144,1.3055,1.3082
2012-04-11,1.3083,1.3156,1.3066,1.311
2012-04-12,1.311,1.3212,1.3102,1.3187
2012-04-13,1.3188,1.32,1.307,1.3077
2012-04-16,1.307,1.3147,1.2995,1.3132
2012-04-17,1.3132,1.3171,1.309,1.3128
2012-04-18,1.3127,1.314,1.3058,1.3119
2012-04-19,1.3119,1.3165,1.307,1.3135
2012-04-20,1.3135,1.3227,1.3129,1.3219
2012-04-23,1.3191,1.321,1.3105,1.3156
2012-04-24,1.3158,1.3217,1.3145,1.3195
2012-04-25,1.3195,1.3236,1.3174,1.3223
2012-04-26,1.3222,1.3262,1.3181,1.3191
2012-04-27,1.3188,1.3267,1.3159,1.3256
2012-04-30,1.324,1.3264,1.321,1.3242
2012-05-01,1.3241,1.3279,1.3205,1.3238
2012-05-02,1.324,1.3241,1.3125,1.3154
2012-05-03,1.3155,1.3179,1.3095,1.3152
2012-05-04,1.3152,1.3178,1.308,1.3084
2012-05-07,1.3022,1.3064,1.2955,1.3056
2012-05-08,1.3056,1.3064,1.2982,1.2999
2012-05-09,1.2999,1.3005,1.291,1.2934
2012-05-10,1.2934,1.2977,1.2924,1.2931
2012-05-11,1.2931,1.2955,1.2904,1.2916
2012-05-14,1.2886,1.2903,1.2821,1.2825
2012-05-15,1.2825,1.2868,1.2722,1.2733
2012-05-16,1.2733,1.2757,1.2681,1.2716
2012-05-17,1.2716,1.2748,1.2666,1.2681
2012-05-18,1.2683,1.2793,1.2642,1.2775
2012-05-21,1.2777,1.2822,1.2724,1.2806
2012-05-22,1.2806,1.2816,1.2657,1.2679
2012-05-23,1.2679,1.2686,1.2545,1.2585
2012-05-24,1.2585,1.2618,1.2517,1.2535
2012-05-25,1.2535,1.2599,1.2496,1.2514
2012-05-28,1.2571,1.2623,1.2525,1.2539
2012-05-29,1.2538,1.2573,1.2461,1.2486
2012-05-30,1.2486,1.2492,1.2361,1.2367
2012-05-31,1.2368,1.2428,1.2339,1.236
2012-06-01,1.2359,1.2454,1.2288,1.2427
2012-06-04,1.2432,1.2507,1.2385,1.2494
2012-06-05,1.2493,1.254,1.2409,1.245
2012-06-06,1.245,1.2584,1.244,1.2576
2012-06-07,1.2576,1.2622,1.2538,1.2562
2012-06-08,1.2562,1.2573,1.2435,1.2514
2012-06-11,1.2653,1.2667,1.2464,1.2466
2012-06-12,1.2468,1.2528,1.2443,1.2504
2012-06-13,1.2504,1.2608,1.2472,1.2566
2012-06-14,1.2566,1.2636,1.2542,1.2627
2012-06-15,1.2627,1.2664,1.2592,1.2657
2012-06-18,1.274,1.2746,1.2556,1.2576
2012-06-19,1.2576,1.2728,1.2568,1.2687
2012-06-20,1.2687,1.2741,1.2638,1.2696
2012-06-21,1.2697,1.27,1.2531,1.2546
2012-06-22,1.2546,1.2582,1.252,1.2571
2012-06-25,1.255,1.2556,1.2471,1.25
2012-06-26,1.2499,1.2529,1.2442,1.2491
2012-06-27,1.2491,1.2507,1.2444,1.2468
2012-06-28,1.2468,1.2523,1.2406,1.244
2012-06-29,1.244,1.269,1.2433,1.2664
2012-07-02,1.2671,1.2671,1.2568,1.2584
2012-07-03,1.2584,1.2625,1.2558,1.2605
2012-07-04,1.2605,1.2606,1.2507,1.2526
2012-07-05,1.2526,1.2537,1.2363,1.2389
2012-07-06,1.2391,1.2399,1.2259,1.2289
2012-07-09,1.2267,1.2321,1.2256,1.2313
2012-07-10,1.2314,1.2332,1.2235,1.2252
2012-07-11,1.2251,1.2295,1.2213,1.224
2012-07-12,1.224,1.2247,1.2167,1.2199
2012-07-13,1.22,1.2255,1.2162,1.2248
2012-07-16,1.2253,1.2287,1.2175,1.2268
2012-07-17,1.2269,1.2315,1.2188,1.229
2012-07-18,1.229,1.2304,1.2216,1.228
2012-07-19,1.228,1.2321,1.2229,1.2274
2012-07-20,1.2274,1.2282,1.2145,1.2158
2012-07-23,1.2121,1.2142,1.2066,1.2115
2012-07-24,1.2115,1.2137,1.2041,1.206
2012-07-25,1.2061,1.2166,1.2052,1.2147
2012-07-26,1.2149,1.2327,1.2117,1.2279
2012-07-27,1.2279,1.2388,1.2241,1.2318
2012-07-30,1.23,1.2309,1.2225,1.2254
2012-07-31,1.2255,1.2328,1.2248,1.2298
2012-08-01,1.2298,1.2335,1.2217,1.2228
2012-08-02,1.2228,1.2402,1.2133,1.2181
2012-08-03,1.218,1.239,1.2166,1.2383
2012-08-06,1.2392,1.2442,1.2341,1.2397
2012-08-07,1.2396,1.244,1.2374,1.2397
2012-08-08,1.2396,1.2401,1.2326,1.2364
2012-08-09,1.2364,1.2385,1.2266,1.2303
2012-08-10,1.2303,1.2315,1.224,1.2289
2012-08-13,1.2286,1.2371,1.226,1.2331
2012-08-14,1.2331,1.2384,1.2316,1.2318
2012-08-15,1.2317,1.2342,1.2263,1.2285
2012-08-16,1.2285,1.2371,1.2255,1.2355
2012-08-17,1.2355,1.2381,1.2288,1.2333
2012-08-20,1.2338,1.2368,1.2295,1.2345
2012-08-21,1.2345,1.2486,1.2345,1.247
2012-08-22,1.247,1.2536,1.243,1.2529
2012-08-23,1.2528,1.2588,1.2523,1.2563
2012-08-24,1.2563,1.2567,1.2481,1.2511
2012-08-27,1.2507,1.2534,1.2489,1.2496
2012-08-28,1.2497,1.2575,1.2465,1.2562
2012-08-29,1.2564,1.2571,1.2518,1.253
2012-08-30,1.253,1.2562,1.2487,1.2505
2012-08-31,1.2505,1.2636,1.2493,1.2573
2012-09-03,1.2579,1.2609,1.256,1.2586
2012-09-04,1.2586,1.2626,1.2553,1.2566
2012-09-05,1.2566,1.2623,1.25,1.2601
2012-09-06,1.2601,1.2646,1.256,1.2631
2012-09-07,1.2631,1.2816,1.2625,1.2815
2012-09-10,1.2805,1.2807,1.2754,1.2757
2012-09-11,1.2758,1.2869,1.2757,1.285
2012-09-12,1.285,1.2935,1.2832,1.2897
2012-09-13,1.2898,1.3,1.2858,1.2985
2012-09-14,1.2985,1.3167,1.2979,1.3129
2012-09-17,1.3124,1.3169,1.3082,1.3113
2012-09-18,1.3113,1.3118,1.3029,1.3043
2012-09-19,1.3043,1.3084,1.2992,1.3045
2012-09-20,1.3045,1.3058,1.2919,1.2964
2012-09-21,1.2964,1.3046,1.2955,1.2983
2012-09-24,1.2979,1.2979,1.289,1.293
2012-09-25,1.293,1.2969,1.2886,1.2903
2012-09-26,1.2903,1.2912,1.2835,1.2873
2012-09-27,1.2872,1.2927,1.2827,1.2915
2012-09-28,1.2913,1.2958,1.2839,1.2858
2012-10-01,1.2848,1.2936,1.2802,1.2885
2012-10-02,1.2885,1.2966,1.2879,1.2916
2012-10-03,1.2916,1.2936,1.2877,1.2908
2012-10-04,1.2908,1.3029,1.2907,1.3015
2012-10-05,1.3015,1.3069,1.2993,1.3032
2012-10-08,1.3022,1.3023,1.2937,1.2966
2012-10-09,1.2966,1.2989,1.2858,1.2883
2012-10-10,1.2882,1.2911,1.2834,1.285
2012-10-11,1.285,1.2949,1.2825,1.2929
2012-10-12,1.2929,1.299,1.2921,1.2951
2012-10-15,1.2954,1.2976,1.2889,1.2945
2012-10-16,1.2945,1.3098,1.2942,1.3098
2012-10-17,1.3097,1.3138,1.3082,1.3114
2012-10-18,1.3115,1.3127,1.3055,1.3068
2012-10-19,1.3067,1.3076,1.3013,1.3019
2012-10-22,1.3023,1.3081,1.3015,1.3064
2012-10-23,1.3064,1.3074,1.2951,1.2983
2012-10-24,1.2983,1.2995,1.2919,1.2969
2012-10-25,1.2969,1.3021,1.2926,1.2941
2012-10-26,1.2941,1.2955,1.2882,1.2941
